timestamp,temperature_c,relative_humidity_pct,sea_level_pressure_hpa,station_level_pressure_hpa,latitude,longitude,elevation_m,station_id,station_name,pressure_hpa,pressure_type
2023-01-06 00:00:00,5.6,100.0,1023.9,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1023.9,sea_level_pressure
2023-01-06 00:00:00,7.5,53.0,1021.6,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1021.6,sea_level_pressure
2023-01-06 00:00:00,,,,,,,,INM00042111,DEHRADUN,,sea_level_pressure
2023-01-06 03:00:00,7.6,97.0,1025.6,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1025.6,sea_level_pressure
2023-01-06 03:00:00,8.0,62.0,1023.9,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1023.9,sea_level_pressure
2023-01-06 03:00:00,,,,,,,,INM00042111,DEHRADUN,,sea_level_pressure
2023-01-06 06:00:00,11.0,76.0,1026.6,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1026.6,sea_level_pressure
2023-01-06 06:00:00,18.8,29.0,1022.9,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1022.9,sea_level_pressure
2023-01-06 06:00:00,16.0,58.0,1022.5,951.2,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1022.5,sea_level_pressure
2023-01-06 09:00:00,15.4,58.0,1023.2,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1023.2,sea_level_pressure
2023-01-06 09:00:00,24.0,24.0,1020.4,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1020.4,sea_level_pressure
2023-01-06 09:00:00,19.0,52.0,1020.0,949.5,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1020.0,sea_level_pressure
2023-01-06 12:00:00,13.6,65.0,1022.7,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1022.7,sea_level_pressure
2023-01-06 12:00:00,22.6,32.0,1019.6,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1019.6,sea_level_pressure
2023-01-06 12:00:00,14.7,74.0,1020.2,948.8,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1020.2,sea_level_pressure
2023-01-06 15:00:00,9.0,95.0,1024.4,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1024.4,sea_level_pressure
2023-01-06 15:00:00,16.2,33.0,1021.4,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1021.4,sea_level_pressure
2023-01-06 15:00:00,10.0,92.0,1023.1,950.3,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1023.1,sea_level_pressure
2023-01-06 18:00:00,6.6,91.0,1024.7,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1024.7,sea_level_pressure
2023-01-06 18:00:00,13.2,40.0,1022.0,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1022.0,sea_level_pressure
2023-01-06 18:00:00,7.7,98.0,1023.5,950.1,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1023.5,sea_level_pressure
2023-01-06 21:00:00,5.5,93.0,1024.4,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1024.4,sea_level_pressure
2023-01-06 21:00:00,11.6,43.0,1020.9,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1020.9,sea_level_pressure
2023-01-06 21:00:00,7.5,99.0,1020.6,947.4,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1020.6,sea_level_pressure
2023-01-07 00:00:00,6.2,100.0,1022.7,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1022.7,sea_level_pressure
2023-01-07 00:00:00,11.0,48.0,1020.4,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1020.4,sea_level_pressure
2023-01-07 00:00:00,7.0,100.0,1019.2,945.9,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1019.2,sea_level_pressure
2023-01-07 03:00:00,6.2,100.0,1024.0,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1024.0,sea_level_pressure
2023-01-07 03:00:00,11.0,50.0,1022.5,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1022.5,sea_level_pressure
2023-01-07 03:00:00,6.6,97.0,1012.5,948.9,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1012.5,sea_level_pressure
2023-01-07 06:00:00,11.0,71.0,1024.3,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1024.3,sea_level_pressure
2023-01-07 06:00:00,19.4,38.0,1022.3,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1022.3,sea_level_pressure
2023-01-07 06:00:00,18.2,46.0,1019.2,948.8,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1019.2,sea_level_pressure
2023-01-07 09:00:00,15.2,59.0,1020.9,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1020.9,sea_level_pressure
2023-01-07 09:00:00,25.6,29.0,1018.5,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1018.5,sea_level_pressure
2023-01-07 09:00:00,22.0,45.0,1015.6,946.1,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1015.6,sea_level_pressure
2023-01-07 12:00:00,14.2,70.0,1020.1,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1020.1,sea_level_pressure
2023-01-07 12:00:00,24.8,44.0,1017.4,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1017.4,sea_level_pressure
2023-01-07 12:00:00,16.0,71.0,1017.2,946.2,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1017.2,sea_level_pressure
2023-01-07 15:00:00,8.4,89.0,1022.4,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1022.4,sea_level_pressure
2023-01-07 15:00:00,18.0,59.0,1019.6,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1019.6,sea_level_pressure
2023-01-07 15:00:00,10.6,88.0,1020.2,947.8,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1020.2,sea_level_pressure
2023-01-07 18:00:00,6.5,97.0,1022.0,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1022.0,sea_level_pressure
2023-01-07 18:00:00,17.8,43.0,1019.9,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1019.9,sea_level_pressure
2023-01-07 18:00:00,8.6,92.0,1020.6,947.6,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1020.6,sea_level_pressure
2023-01-07 21:00:00,5.5,99.0,1020.0,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1020.0,sea_level_pressure
2023-01-07 21:00:00,17.0,38.0,1019.4,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1019.4,sea_level_pressure
2023-01-07 21:00:00,7.7,95.0,1018.5,945.4,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1018.5,sea_level_pressure
2023-01-08 00:00:00,6.6,100.0,1019.6,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1019.6,sea_level_pressure
2023-01-08 00:00:00,13.0,54.0,1018.3,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1018.3,sea_level_pressure
2023-01-08 00:00:00,7.2,97.0,1018.0,945.0,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1018.0,sea_level_pressure
2023-01-08 03:00:00,5.0,100.0,1020.6,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1020.6,sea_level_pressure
2023-01-08 03:00:00,12.6,61.0,1020.3,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1020.3,sea_level_pressure
2023-01-08 03:00:00,8.6,92.0,1018.2,945.4,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1018.2,sea_level_pressure
2023-01-08 06:00:00,8.6,89.0,1021.6,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1021.6,sea_level_pressure
2023-01-08 06:00:00,21.2,44.0,1020.0,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1020.0,sea_level_pressure
2023-01-08 06:00:00,19.7,44.0,1016.4,946.4,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1016.4,sea_level_pressure
2023-01-08 09:00:00,18.0,55.0,1017.8,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1017.8,sea_level_pressure
2023-01-08 09:00:00,27.4,33.0,1016.4,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1016.4,sea_level_pressure
2023-01-08 09:00:00,23.2,43.0,1012.6,943.7,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1012.6,sea_level_pressure
2023-01-08 12:00:00,15.5,72.0,1017.8,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1017.8,sea_level_pressure
2023-01-08 12:00:00,25.2,45.0,1015.7,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1015.7,sea_level_pressure
2023-01-08 12:00:00,16.6,60.0,1015.3,944.7,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1015.3,sea_level_pressure
2023-01-08 15:00:00,,,,,,,,INI0000VIDD,SAFDARJUNG,,sea_level_pressure
2023-01-08 15:00:00,17.2,74.0,1018.3,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1018.3,sea_level_pressure
2023-01-08 15:00:00,10.4,88.0,1018.4,946.1,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1018.4,sea_level_pressure
2023-01-08 18:00:00,7.5,97.0,1020.7,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1020.7,sea_level_pressure
2023-01-08 18:00:00,14.6,78.0,1018.5,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1018.5,sea_level_pressure
2023-01-08 18:00:00,8.5,94.0,1020.5,947.5,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1020.5,sea_level_pressure
2023-01-08 21:00:00,5.6,97.0,1019.3,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1019.3,sea_level_pressure
2023-01-08 21:00:00,14.0,76.0,1018.3,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1018.3,sea_level_pressure
2023-01-08 21:00:00,,,,,,,,INM00042111,DEHRADUN,,sea_level_pressure
